Year Foaled,Sire,Dam,Sex,Consignor,Price (€),Purchaser,Price (£),Price (gns)
2020.0,Expert Eye (GB),Shy Audience (IRE),F,"Redpender Stud, Ireland",,Meah / Lloyd Bloodstock For DML Racing,,48000.0
2020.0,Astern (AUS),Sigurwana (USA),F,Hascombe & Valiant Stud Ltd.,,Lot Not Sold,,32000.0
2020.0,Sixties Icon (GB),Silca Chiave (GB),C,John Troy (Agent),,George Boughey Racing,,90000.0
2020.0,Territories (IRE),Silent Secret (IRE),C,"Ballyvolane Stud, Ireland",,"A C Elliott, Agent",,72000.0
2020.0,Sea The Stars (IRE),Silk Sari (GB),C,Fittocks Stud,,Vendor,,85000.0
2020.0,Dark Angel (IRE),Silver Shoon (IRE),F,"Yeomanstown Stud, Ireland",,Richard Ryan / Paddy Twomey,,185000.0
2020.0,Expert Eye (GB),Silver Step (FR),C,"Mountain View Stud, Ireland",,Andrew Balding,,75000.0
2020.0,Ribchester (IRE),Simkana (IRE),F,"Parkway Farm, Ireland",,Vendor,,15000.0
2020.0,Mehmas (IRE),Single Thought (GB),C,"Pier House Stud, Ireland",,Vendor,,190000.0
2020.0,Exceed And Excel (AUS),Siren's Cove (GB),C,"Ballinvana House Stud, Ireland",,Richard Ryan,,82000.0
2020.0,Almanzor (FR),Skyline Dancer (GB),C,Newsells Park Stud Ltd.,,Lot Withdrawn,,
2020.0,Churchill (IRE),Slatey Hen (IRE),F,Fittocks Stud,,Lot Not Sold,,38000.0
2020.0,Expert Eye (GB),Sliabh Luachra (IRE),C,"Croom House Stud, Ireland",,Blandford Bloodstock,,80000.0
2020.0,Cracksman (GB),Smiling Blue Eyes (SAF),F,"Glidawn Stud, Ireland",,Norris / Huntingdon,,35000.0
2020.0,Sea The Moon (GER),Snow Ballerina (GB),C,Stauffenberg Bloodstock,,Ruffles Racing Club,,35000.0
2020.0,Zoffany (IRE),Solar Echo (IRE),C,Norris Bloodstock,,Koji Maeda,,140000.0
2020.0,Sea The Moon (GER),Soodad (GB),C,Lofts Hall Stud,,Renello Bloodstock Agency / Henk Grewe,,25000.0
2020.0,Showcasing (GB),Soofiah (GB),C,The Castlebridge Consignment,,Vendor,,50000.0
2020.0,Holy Roman Emperor (IRE),Soprana (GER),C,Stauffenberg Bloodstock,,Richard Hughes Racing (P.S.),,15000.0
2020.0,Havana Gold (IRE),Sorella Bella (IRE),C,Llety Farms,,Richard Knight Bloodstock Agent / Middleham Park,,72000.0
2020.0,Oasis Dream (GB),Sorry Woman (FR),C,Childwickbury Stud,,Vendor,,40000.0
2020.0,Iffraaj (GB),Soryah (IRE),C,"Pier House Stud, Ireland",,R O'Ryan / R Fahey,,42000.0
2020.0,Expert Eye (GB),Soul of Houdini (CAN),F,"Ballylinch Stud, Ireland",,Lot Withdrawn,,
2020.0,Kodiac (GB),Soul Searcher (IRE),C,"Lynn Lodge Stud, Ireland",,Jill Lamb Bloodstock,,82000.0
2020.0,Dark Angel (IRE),Southern Gal (USA),C,"Yeomanstown Stud, Ireland",,Najd Stud / Peter & Ross Doyle Bloodstock,,70000.0
2020.0,Camacho (GB),Sparkling (IRE),C,"Sherbourne Lodge, Ireland",,Highflyer Bloodstock,,50000.0
2020.0,Sioux Nation (USA),Sparks (IRE),F,"Sherbourne Lodge, Ireland",,Joanna Morgan,,36000.0
2020.0,Cotai Glory (GB),Special Chocolate (FR),C,Whatton Manor Stud,,SackvilleDonald,,28000.0
2020.0,Exceed And Excel (AUS),Special Dancer (GB),C,The Castlebridge Consignment,,Lot Withdrawn,,
2020.0,Mehmas (IRE),Speed Freak (GB),C,"Tally-Ho Stud, Ireland",,Lot Withdrawn,,
2020.0,Zoustar (AUS),Spiced (GB),C,Langton Stud,,Stuart Williams,,75000.0
2020.0,Zoffany (IRE),Spicy (IRE),C,"Rockview Stables, Ireland",,Jeremy Brummitt / QLR,,50000.0
2020.0,Dark Angel (IRE),Spinola (FR),F,"Kildallan Farm, Ireland",,Johnston Racing,,37000.0
2020.0,Iffraaj (GB),Spirit of Cuba (IRE),C,"Owenstown Stud, Ireland",,Rabbah Bloodstock,,35000.0
2020.0,Starspangledbanner (AUS),Spirited Girl (IRE),F,Highclere Stud,,Vendor,,32000.0
2020.0,Expert Eye (GB),Spotlight (GB),C,New England Stud,,Shanaville Stables,,27000.0
2020.0,Churchill (IRE),Springlike (IRE),C,"Taroka Stud, Ireland",,Blandford Bloodstock / Ed Bethell,,58000.0
2020.0,New Approach (IRE),Srda (USA),C,Throckmorton Court Stud,,William R Muir,,35000.0
2020.0,Teofilo (IRE),St Francis Wood (USA),C,Houghton Bloodstock,,Johnston Racing,,60000.0
2020.0,Churchill (IRE),Stage Queen (IRE),C,The Castlebridge Consignment,,C Gordon-Watson Bloodstock,,75000.0
2020.0,Churchill (IRE),Star Now (GB),C,"Awbeg Stud, Ireland",,Kerri Radcliffe Agent For Chelsea Thoroughbreds,,75000.0
2020.0,Havana Grey (GB),Starboard Watch (GB),C,Hazelwood Bloodstock,,Dwayne Woods,,57000.0
2020.0,Showcasing (GB),Starflower (GB),C,Barton Stud,,Creighton Schwartz Bloodstock / Titanium Racing,,75000.0
2020.0,Expert Eye (GB),Starlit Sands (GB),C,"Glidawn Stud, Ireland",,Tim Easterby,,25000.0
2020.0,Cracksman (GB),Starring Guest (IRE),C,"Grove Stud, Ireland",,"A C Elliott, Agent",,80000.0
2020.0,Fastnet Rock (AUS),Stars At Night (IRE),F,"Marlhill House Stud, Ireland",,James Ferguson Racing / Chris Waller,,150000.0
2020.0,Exceed And Excel (AUS),Stay Silent (IRE),C,Barton Stud,,Karl & Kelly Burke,,55000.0
2020.0,Lope de Vega (IRE),Stellar Glow (IRE),F,"Lodge Park Stud, Ireland",,Rabbah Bloodstock,,125000.0
2020.0,Lope de Vega (IRE),Stellar Path (FR),F,"Ballyhimikin Stud, Ireland",,"A C Elliott, Agent",,260000.0
2020.0,Gleneagles (IRE),Stellar Surprise (GB),F,Galloway Stud,,Vendor,,45000.0
2020.0,Dandy Man (IRE),Step Away (GB),F,Stauffenberg Bloodstock,,Cormac Farrell,,78000.0
2020.0,Lope de Vega (IRE),Stone Roses (FR),F,Hillwood Stud,,Meridian International,,150000.0
2020.0,Saxon Warrior (JPN),Stormy Blessing (USA),C,"Lynn Lodge Stud, Ireland",,Lot Withdrawn,,
2020.0,Footstepsinthesand (GB),Storyline (IRE),F,"Tullerboy Farm, Ireland",,Valfredo Valiani,,39000.0
2020.0,Starspangledbanner (AUS),Stranagone (IRE),C,"Kildaragh Stud, Ireland (Agent)",,Ebonos,,100000.0
2020.0,Mehmas (IRE),Strange Magic (IRE),C,"Ballyvolane Stud, Ireland",,C Gordon-Watson Bloodstock / Al Shaqab,,125000.0
2020.0,Lope de Vega (IRE),Strathnaver (GB),C,Newsells Park Stud Ltd.,,Brown Island Stables,,42000.0
2020.0,Roaring Lion (USA),Strawberry Martini (GB),F,Newsells Park Stud Ltd.,,Vendor,,60000.0
2020.0,Havana Gold (IRE),Strictly Silca (GB),C,"Mount Coote Stud, Ireland",,Dwayne Woods,,70000.0
2020.0,Exceed And Excel (AUS),Stubbins (GB),C,"Evergreen Stud, Ireland",,JSG Bloodstock,,52000.0
2020.0,Roaring Lion (USA),Stybba (GB),F,Jamie Railton (Agent),,Joseph O'Brien,,40000.0
2020.0,Teofilo (IRE),Sularina (IRE),C,"Cooneen Stud, Ireland",,Andrew Balding,,160000.0
2020.0,Ulysses (IRE),Sultry (GB),C,Cheveley Park Stud Ltd.,,Karl & Kelly Burke,,60000.0
2020.0,Starspangledbanner (AUS),Sunset Dazzle (IRE),C,"Farranamanagh House Stud, Ireland",,Richard Knight Bloodstock / Sean Quinn,,90000.0
2020.0,Oasis Dream (GB),Super Saturday (IRE),C,Glebe Farm Stud,,Highflyer Bloodstock / Eve Johnson Houghton,,30000.0
2020.0,Invincible Spirit (IRE),Supreme Seductress (IRE),C,"Skara Stud, Ireland",,Javier Maldonado,,50000.0
2020.0,Uncle Mo (USA),Sweet Connie (USA),C,"Kilminfoyle House Stud, Ireland (Agent)",,David Simcock Racing,,28000.0
2020.0,Gleneagles (IRE),Swirral Edge (GB),C,"Redpender Stud, Ireland",,Stroud Coleman Bloodstock,,350000.0
2020.0,Showcasing (GB),Swiss Kiss (GB),F,New England Stud,,Valfredo Valiani,,28000.0
2020.0,Exceed And Excel (AUS),Switcher (IRE),C,The Castlebridge Consignment,,Kilronan,,55000.0
2020.0,Starspangledbanner (AUS),Syndicate (GB),F,"Ballyhimikin Stud, Ireland",,Stroud Coleman Bloodstock / Fred Archer Racing,,38000.0
2020.0,Footstepsinthesand (GB),Tadkhirah (GB),C,"Tally-Ho Stud, Ireland",,Lot Withdrawn,,
2020.0,Sea The Stars (IRE),Tadpole (GB),C,Fittocks Stud,,Stroud Coleman Bloodstock,,200000.0
2020.0,Le Havre (IRE),Taffeta Lady (GB),C,WH Bloodstock,,Lot Withdrawn,,
2020.0,Showcasing (GB),Tahiti (GB),C,Whatton Manor Stud,,SackvilleDonald,,35000.0
2020.0,Ardad (IRE),Talent Spotter (GB),F,Bickmarsh Stud,,Nigel Tinkler Bloodstock /Jamie Piggott,,75000.0
2020.0,Expert Eye (GB),Tanouma (USA),F,"Lodge Park Stud, Ireland",,Jamie Osborne,,30000.0
2020.0,Dark Angel (IRE),Tarakala (IRE),C,Whatton Manor Stud,,Roger Teal ,,30000.0
2020.0,Equiano (FR),Tarentaise (GB),C,New England Stud,,Lot Withdrawn,,
2020.0,Holy Roman Emperor (IRE),Tasha's Dream (USA),F,"Forenaghts Stud, Ireland",,Avenue Bloodstock / Broadmeadow Stables,,22000.0
2020.0,Kodiac (GB),Taste The Salt (IRE),C,"Croom House Stud, Ireland",,Ben McElroy Agent,,285000.0
2020.0,Caravaggio (USA),Tawaareekh (USA),C,"Manister House Stud, Ireland",,Iain Jardine,,35000.0
2020.0,Dark Angel (IRE),Tebee (GB),C,Highclere Stud,,Stroud Coleman Bloodstock,,165000.0
2020.0,Zoustar (AUS),Temptress (IRE),C,Furnace Mill Stud,,Opulence Thoroughbreds,,62000.0
2020.0,Sea The Moon (GER),Terre du Vent (FR),C,Hillwood Stud,,Johnny Murtagh/ Eddie Linehan / Blandford,,25000.0
2020.0,Mastercraftsman (IRE),Tessa Reef (IRE),F,"Camas Park Stud, Ireland",,Lot Withdrawn,,
2020.0,Profitable (IRE),Thakerah (IRE),C,Beechvale Stud,,Clive Cox Racing,,60000.0
2020.0,National Defense (GB),Thanks (IRE),C,"Shanaville Stables, Ireland",,High View Racing,,31000.0
2020.0,Showcasing (GB),The Begum (GB),F,Highclere Stud,,White Birch Farm / Demi O'Byrne,,120000.0
2020.0,Unfortunately (IRE),The Chemist (GB),C,"Tally-Ho Stud, Ireland",,C Gordon-Watson Bloodstock / Al Shaqab,,62000.0
2020.0,Wootton Bassett (GB),The Hunt Is On (AUS),C,"Haras D'Etreham, France",,SackvilleDonald,,80000.0
2020.0,Le Havre (IRE),The Madding Crowd (GB),F,Highclere Stud,,Anna Calder,,35000.0
2020.0,Dark Angel (IRE),The Miniver Rose (IRE),C,Watership Down Stud,,Crampscastle Bloodstock,,30000.0
2020.0,Profitable (IRE),The Mums (GB),C,"Kilmoney Cottage Stud, Ireland",,Clive Cox Racing,,100000.0
2020.0,Sioux Nation (USA),Thiel (GB),C,Trickledown Stud,,Jamie Piggott Bloodstock / Nigel Tinkler Bloodstock,,42000.0
2020.0,Zoustar (AUS),Thousandkissesdeep (IRE),C,"Lynn Lodge Stud, Ireland",,Vendor,,35000.0
2020.0,Expert Eye (GB),Three D Alexander (IRE),F,"Mountarmstrong Stud, Ireland",,Roger Teal,,27000.0
2020.0,Kodiac (GB),Three Knots (IRE),F,"Tally-Ho Stud, Ireland",,Lot Withdrawn,,
2020.0,Highland Reel (IRE),Three Moons (IRE),C,"Clare Castle Stud, Ireland",,Kevin Ross Bloodstock,,62000.0
2020.0,Night of Thunder (IRE),Tidal Moon (GB),F,WH Bloodstock,,Peter & Ross Doyle Bloodstock,,140000.0
2020.0,New Approach (IRE),Tight Lines (GB),C,New England Stud,,Richard Frisby Bloodstock,,52000.0
2020.0,Zoustar (AUS),Time On (GB),F,Newsells Park Stud Ltd.,,Lot Withdrawn,,
2020.0,Highland Reel (IRE),Tobruk (IRE),C,Cheveley Park Stud Ltd.,,Highflyer Bloodstock / J Portman,,32000.0
2020.0,Dark Angel (IRE),Todegica (GB),C,"Yeomanstown Stud, Ireland",,Avenue Bloodstock,,37000.0
2020.0,Shamardal (USA),Tranquil Star (IRE),F,Houghton Bloodstock,,Ebonos,,125000.0
2020.0,No Nay Never (USA),Travel (USA),F,"Camas Park Stud, Ireland",,Ebonos,,100000.0
2020.0,Cracksman (GB),Trend Line (IRE),C,Kirtlington Park Stud,,JD Moore,,5000.0
2020.0,Oasis Dream (GB),Triple Star (GB),C,"Glenvale Stud, Ireland",,C Gordon-Watson Bloodstock / Al Shaqab,,160000.0
2020.0,Postponed (IRE),Tropicana Bay (GB),C,Meon Valley Stud,,BBA Ireland,,5000.0
2020.0,Churchill (IRE),True Verdict (IRE),C,Watership Down Stud,,Johnston Racing,,25000.0
2020.0,Australia (GB),Tulipa Rosa (IRE),F,"Baroda Stud, Ireland",,Ebonos,,40000.0
2020.0,Kessaar (IRE),Turkana Girl (GB),C,"Parkway Farm, Ireland",,Paul & Oliver Cole,,45000.0
2020.0,Cotai Glory (GB),Turuqaat (GB),C,"Tally-Ho Stud, Ireland",,Highflyer Bloodstock / Eve Johnson Houghton,,16000.0
2020.0,Kingman (GB),Twitch (IRE),C,Highclere Stud,,SackvilleDonald,,190000.0
2020.0,Profitable (IRE),Ugneya (IRE),F,"Abbey House Farm, Ireland",,Harry Wigan,,50000.0
2020.0,Muhaarar (GB),Uleavemebreathless (GB),C,"Lynn Lodge Stud, Ireland",,Lot Withdrawn,,
2020.0,Dandy Man (IRE),Ultimate Best (GB),C,Hazelwood Bloodstock,,Karl & Kelly Burke,,52000.0
2020.0,Showcasing (GB),Under The Covers (GB),C,Llety Farms,,Kern/Lillingston Association,,80000.0
2020.0,Lope de Vega (IRE),Unpretentious (GB),F,"Norelands Stud, Ireland",,Joseph O'Brien,,150000.0
2020.0,Australia (GB),Valais Girl (GB),C,The Castlebridge Consignment,,Lot Not Sold,,4000.0
2020.0,Expert Eye (GB),Ventura Mist (GB),F,"Round Hill Stud, Ireland",,Vendor,,30000.0
2020.0,Starspangledbanner (AUS),Vera Lilley (IRE),C,"Newtown Stud, Ireland",,Stroud Coleman Bloodstock / K P F Racing,,70000.0
2020.0,Gleneagles (IRE),Vetlana (IRE),C,Voute Sales Ltd. (Agent),,Gary Moore Racing,,52000.0
2020.0,Lope de Vega (IRE),Via Ballycroy (IRE),F,"Ballybin Stud, Ireland",,BBA Ireland,,50000.0
2020.0,Harry Angel (IRE),Via Lattea (IRE),F,Norris Bloodstock,,J D Moore / Ed Dunlop,,75000.0
2020.0,Zoustar (AUS),Via Lazio (GB),F,Fittocks Stud,,P Inglett,,50000.0
2020.0,Galileo Gold (GB),Victoria Montoya (GB),F,"Tally-Ho Stud, Ireland",,Avenue Bloodstock,,40000.0
2020.0,Showcasing (GB),Victory Garden (GB),F,Genesis Green Stud,,Nick Bell,,45000.0
2020.0,Kingman (GB),Vicugna (GB),F,"Haras D'Etreham, France",,Lot Withdrawn,,
2020.0,Kodiac (GB),Violet's Gift (IRE),C,"Ballyhimikin Stud, Ireland",,Donnacha O'Brien,,100000.0
2020.0,Ribchester (IRE),Vitello (GB),C,Barton Stud,,The Hong Kong Jockey Club,,350000.0
2020.0,National Defense (GB),Voleuse de Coeurs (IRE),F,Hazelwood Bloodstock,,Vendor,,60000.0
2020.0,Siyouni (FR),Vue Fantastique (FR),C,Newsells Park Stud Ltd.,,Lot Withdrawn,,
2020.0,Camelot (GB),Wacaria (GER),C,"Gestuet Faehrhof, Germany",,Lot Withdrawn,,
2020.0,Fast Company (IRE),Wake Up (GER),C,"Kildaragh Stud, Ireland (Agent)",,Lillingston Bloodstock,,60000.0
2020.0,Wootton Bassett (GB),Wake Up Call (GB),F,Jamie Railton (Agent),,Park Lodge Racing,,60000.0
2020.0,Camelot (GB),Wannabe Special (GB),C,"Churchtown House Stud, Ireland",,Joseph O'Brien,,200000.0
2020.0,Saxon Warrior (JPN),War No More (USA),C,The National Stud Ltd.,,Vendor,,25000.0
2020.0,Dark Angel (IRE),Warshah (IRE),C,"Yeomanstown Stud, Ireland",,SackvilleDonald,,60000.0
2020.0,Lope de Vega (IRE),We'll Go Walking (IRE),C,"Knockainey Stud, Ireland",,Kern/Lillingston Association / John Foote Bloodstock For Ciaron Maher,,100000.0
2020.0,Territories (IRE),Weigelia (GB),C,Minster Stud,,Kilbride Equine,,22000.0
2020.0,Roaring Lion (USA),Welsh Angel (GB),C,Aston Mullins Stud,,T Clover / J S Bloodstock,,65000.0
2020.0,Lope de Vega (IRE),Whazzis (GB),F,New England Stud,,Federico Barberini,,70000.0
2020.0,Cracksman (GB),Where's Sue (IRE),F,"Mountain View Stud, Ireland",,Pattern Bloodstock,,58000.0
2020.0,Sea The Moon (GER),Whispering Sands (IRE),C,"Newtown Stud, Ireland",,Lot Withdrawn,,
2020.0,Zoustar (AUS),White Bullet (GB),C,"Baroda Stud, Ireland",,Longways Stables,,135000.0
2020.0,Cracksman (GB),White Wedding (IRE),C,Kirtlington Stud,,Richard Hughes Racing,,55000.0
2020.0,Showcasing (GB),Wiener Valkyrie (GB),C,Car Colston Hall Stud,,Lot Not Sold,,48000.0
2020.0,Kodiac (GB),Wild Impala (FR),C,"Tally-Ho Stud, Ireland",,Con Marnane,,54000.0
2020.0,Ardad (IRE),Wild Mimosa (IRE),C,"Kilminfoyle House Stud, Ireland (Agent)",,Woodhurst Construction,,100000.0
2020.0,Kessaar (IRE),Willow Beck (GB),C,"Lynn Lodge Stud, Ireland",,Rabbah Bloodstock,,75000.0
2020.0,Zoustar (AUS),Wingingit (IRE),C,"Torard House Stud, Ireland",,BBA Ireland,,50000.0
2020.0,Kodiac (GB),Winter Snow (IRE),F,"Riversfield Stud, Ireland",,Gaelic Bloodstock,,65000.0
2020.0,Mehmas (IRE),Would It Matter (IRE),C,"Egmont Stud, Ireland",,C Gordon-Watson Bloodstock,,65000.0
2020.0,Siyouni (FR),Wynola (FR),F,Barton Stud,,First Light Racing / Busuttin Racing / Howson & Houldsworth,,85000.0
2020.0,Dandy Man (IRE),Xinji (IRE),F,"Kilmoney Cottage Stud, Ireland",,BW Hills ,,28000.0
2020.0,Iffraaj (GB),Ya Hajar (GB),C,Barton Stud,,JCH Bloodstock,,50000.0
2020.0,Gleneagles (IRE),You Look So Good (GB),F,Stauffenberg Bloodstock,,Howson & Houldsworth Bloodstock,,100000.0
2020.0,New Bay (GB),Young Special (IRE),C,"Glacken View, Ireland",,C Gordon-Watson Bloodstock,,125000.0
2020.0,Mastercraftsman (IRE),Zacchera (GB),C,Culworth Grounds Farm (Agent),,William Jarvis,,52000.0
2020.0,Zoustar (AUS),Zakhrafa (IRE),F,Kirtlington Park Stud,,Vendor,,25000.0
2020.0,Exceed And Excel (AUS),Zayn Zen (GB),C,"Lynn Lodge Stud, Ireland",,McKeever Bloodstock / Sammy Ma,,45000.0
2020.0,Profitable (IRE),Zenella (GB),C,"Lodge Park Stud, Ireland",,D Farrington,,120000.0
2020.0,Lope de Vega (IRE),Zoella (USA),F,Newsells Park Stud Ltd.,,Kilbride Equine,,82000.0
2020.0,Zoustar (AUS),Zotilla (IRE),C,Voute Sales Ltd. (Agent),,Sam Sangster Bloodstock,,35000.0
2020.0,Gleneagles (IRE),Zut Alors (IRE),C,"Knocktoran Stud, Ireland",,Quantum Ellipsis,,62000.0
2020.0,Tamayuz (GB),Abhasana (IRE),F,"Kildaragh Stud, Ireland (Agent)",,R O'Ryan / R Fahey,,30000.0
2020.0,Postponed (IRE),Abhisheka (IRE),F,New England Stud,,White Birch Farm / Demi O'Byrne,,62000.0
2020.0,Make Believe (GB),Abilene (GB),C,"Ballylinch Stud, Ireland",,DPA Bloodstock / Artis,,45000.0
2020.0,Teofilo (IRE),Ach Alannah (IRE),C,"Redpender Stud, Ireland",,Vendor,,80000.0
2020.0,Golden Horn (GB),Acquisition (GB),F,Barton Stud,,Vendor,,38000.0
2020.0,Starspangledbanner (AUS),Addictedtoprogress (IRE),C,WH Bloodstock,,Middleham Park Racing,,110000.0
2020.0,Tamayuz (GB),Adore (GB),C,Clearwater Stud,,Joanna Morgan / K Quinn,,10000.0
2020.0,Zoffany (IRE),Adoring (IRE),C,"Tradewinds Stud, Ireland",,Andrew Oliver,,30000.0
2020.0,Roaring Lion (USA),African Plains (GB),C,"Manister House Stud, Ireland",,H Morrison,,32000.0
2020.0,Cracksman (GB),Agathe Sainte (GB),C,Houghton Bloodstock,,Highclere Agency,,20000.0
2020.0,Starspangledbanner (AUS),Aja (IRE),C,"Pier House Stud, Ireland",,Peter & Ross Doyle Bloodstock,,115000.0
2020.0,Cracksman (GB),Al Mahmeyah (GB),C,Barton Stud,,Vendor,,55000.0
2020.0,Lope de Vega (IRE),Alava (IRE),C,"Ballylinch Stud, Ireland",,Lot Withdrawn,,
2020.0,Frankel (GB),Alderry (SAF),F,Hazelwood Bloodstock,,Blandford Bloodstock,,220000.0
2020.0,No Nay Never (USA),Aljaazya (USA),C,"Camas Park Stud, Ireland",,SackvilleDonald / D Farrington,,260000.0
2020.0,Kodiac (GB),Alkhawarah (USA),C,WH Bloodstock,,Rabbah Bloodstock,,55000.0
2020.0,Tasleet (GB),All On Red (IRE),C,"Yeomanstown Stud, Ireland",,Megan Nicholls,,48000.0
2020.0,New Bay (GB),All Time (GB),C,The Castlebridge Consignment,,William R Muir,,28000.0
2020.0,Pivotal (GB),Allegretto (IRE),C,Cheveley Park Stud Ltd.,,BBA Ireland,,62000.0
2020.0,Caravaggio (USA),Allegrezza (GB),C,"Round Hill Stud, Ireland",,Ed Dunlop Racing,,70000.0
2020.0,Zoffany (IRE),Allez Y (IRE),F,"Norelands Stud, Ireland",,Staghawk Stables / Jane Buchanan,,85000.0
2020.0,Tamayuz (GB),Almeria (GER),C,Michael Downey,,Arthur Hoyeau Agent,,40000.0
2020.0,Acclamation (GB),Almond Brook (GB),F,"Killourney Mór Farm, Ireland",,Highflyer Bloodstock,,70000.0
2020.0,Zoffany (IRE),Almoner (GB),C,"Deer Forest Stud, Ireland",,Joanna Morgan,,52000.0
2020.0,Lope de Vega (IRE),Along Came Casey (IRE),C,Longview Stud,,SackvilleDonald,,120000.0
2020.0,Tamayuz (GB),Alors Quoi (IRE),C,"Knocktoran Stud, Ireland",,James Ferguson Racing,,130000.0
2020.0,Zoffany (IRE),Altogether (IRE),F,"Aughamore Stud, Ireland",,Lot Not Sold,,
2020.0,Bungle Inthejungle (GB),Altruiste (GB),C,"Herbertstown House Stud (Co. Kildare), Ireland",,Javier Maldonado,,35000.0
2020.0,Dandy Man (IRE),Alushta (GB),C,Britton House Stud,,Vendor,,18000.0
2020.0,Sea The Moon (GER),Alvarita (GB),C,"Staffordstown, Ireland",,H Morrison,,72000.0
2020.0,Shamardal (USA),Ambassadrice (GB),F,"Ballyhimikin Stud, Ireland",,Suzanne Roberts,,210000.0
2020.0,Cracksman (GB),Amber Silk (IRE),F,Newsells Park Stud Ltd.,,Valfredo Valiani,,47000.0
2020.0,Cracksman (GB),Amchitka (IRE),F,"Sherbourne Lodge, Ireland",,EAM Bloodstock,,12000.0
2020.0,Churchill (IRE),Amjaad (GB),C,"Glenvale Stud, Ireland",,Cormac McCormack ,,150000.0
2020.0,Night of Thunder (IRE),Ancestral (GB),F,Genesis Green Stud,,Lot Withdrawn,,
2020.0,Awtaad (IRE),Aneedah (IRE),C,"Rathbarry Stud, Ireland",,Lot Withdrawn,,
2020.0,El Kabeir (USA),Angel Bright (IRE),C,"Yeomanstown Stud, Ireland",,JS Bloodstock / T Clover Racing,,40000.0
2020.0,Camacho (GB),Angel Grace (IRE),F,"Knockananig Stud, Ireland",,Nick Bradley Racing / G Boughey,,92000.0
2020.0,Saxon Warrior (JPN),Angelita (IRE),C,"Ballylinch Stud, Ireland",,Andrew Oliver,,15000.0
2020.0,Kingman (GB),Annabelle's Charm (IRE),C,The Castlebridge Consignment,,Johnston Racing,,42000.0
2020.0,Cracksman (GB),Anne of Kiev (IRE),C,"Lynn Lodge Stud, Ireland",,Vendor,,38000.0
2020.0,Iffraaj (GB),Anticipation (FR),C,Whatton Manor Stud,,SackvilleDonald,,46000.0
2020.0,Dark Angel (IRE),Apphia (IRE),C,"Baroda Stud, Ireland",,Margaret O'Toole / Oak Tree Farm ,,82000.0
2020.0,Kingman (GB),Applauded (IRE),F,Lofts Hall Stud,,C Gordon-Watson Bloodstock,,180000.0
2020.0,Camelot (GB),Apticanti (USA),F,"Camas Park Stud, Ireland",,Flying Bolt Bloodstock,,90000.0
2020.0,U S Navy Flag (USA),Araajmh (USA),C,"Camas Park Stud, Ireland",,Sylvester Kirk Racing,,80000.0
2020.0,Oasis Dream (GB),Araminte (GB),C,Rosyground Stud,,J B Bloodstock,,75000.0
2020.0,Adaay (IRE),Arcamist (GB),C,Culworth Grounds Farm (Agent),,Hamish Macauley Bloodstock / Longways,,57000.0
2020.0,Dandy Man (IRE),Archetypal (IRE),C,"Mountarmstrong Stud, Ireland",,Lot Withdrawn,,
2020.0,Ribchester (IRE),Ard Na Sidhe (IRE),C,"Croom House Stud, Ireland",,Kevin Ross Bloodstock,,68000.0
2020.0,New Bay (GB),Areeda (IRE),F,"Knockainey Stud, Ireland",,Peter & Ross Doyle Bloodstock,,50000.0
2020.0,Le Havre (IRE),Arendelle (GB),C,Chasemore Farm,,Lot Withdrawn,,
2020.0,U S Navy Flag (USA),Argentina (IRE),C,"Winetown Lodge, Ireland",,Angus Dundee Distillers,,100000.0
2020.0,Ulysses (IRE),Aristocratic (GB),C,Cheveley Park Stud Ltd.,,Michael Dods,,42000.0
2020.0,Sea The Moon (GER),Aspen Royal (GER),C,Stauffenberg Bloodstock,,Lot Withdrawn,,
2020.0,Almanzor (FR),Astroglia (USA),C,"Airlie Stud, Ireland",,Johnston Racing,,32000.0
2020.0,Churchill (IRE),Ataraxy (GB),C,The Castlebridge Consignment,,EAM Bloodstock,,25000.0
2020.0,Nathaniel (IRE),Atlantic Drift (GB),F,Newsells Park Stud Ltd.,,John Gosden,,160000.0
2020.0,Time Test (GB),Aurelia (GB),C,"Ballyvolane Stud, Ireland",,SackvilleDonald,,400000.0
2020.0,Caravaggio (USA),Aurora Spring (IRE),C,Oaks Farm Stables,,D Farrington,,150000.0
2020.0,Sioux Nation (USA),Autumn Snow (GB),C,The Castlebridge Consignment,,J B Bloodstock,,90000.0
2020.0,Profitable (IRE),Autumn Tide (IRE),C,"Tally-Ho Stud, Ireland",,Argamia Bloodstock,,27000.0
2020.0,Oasis Dream (GB),Bahamadam (GB),F,Selwood Bloodstock,,Highclere Agency,,105000.0
2020.0,Cracksman (GB),Bahia Breeze (GB),C,Houghton Bloodstock,,Blandford Bloodstock,,75000.0
