Year Foaled,Sire,Dam,Sex,Consignor,Price (€),Purchaser,Price (£),Price (gns)
2019.0,Sir Percy (GB),Mambo Gold (USA),F,Ashbrittle Stud,,Richard Frisby Bloodstock,,10000.0
2019.0,Australia (GB),Maracuja (GB),C,"Manister House Stud, Ireland",,Lot Withdrawn,,
2019.0,Al Kazeem (GB),Marlingford (GB),F,Oakgrove Stud,,Valfredo Valiani,,3000.0
2019.0,Belardo (IRE),Marmalade Cat (GB),C,"Torard House Stud, Ireland",,Sylvester Kirk Racing,,13000.0
2019.0,Time Test (GB),Matron of Honour (IRE),F,Brook Stud,,Robyn Brisland,,2000.0
2019.0,Mayson (GB),Maybe Tomorrow (GB),F,Whitwell Bloodstock,,Gianluca Verricelli,,800.0
2019.0,Ulysses (IRE),Mayberain (IRE),F,Harry Dutfield,,Robyn Brisland,,1500.0
2019.0,Bobby's Kitten (USA),Medium of Exchange (USA),F,Voute Sales Ltd. (Agent),,Rodrigo Gonçalves / Robson Aguiar,,5500.0
2019.0,Fast Company (IRE),Melodique (FR),F,"Rathasker Stud, Ireland",,Sylvester Kirk Racing,,15000.0
2019.0,Dream Ahead (USA),Melrose Abbey (IRE),F,Salcey Forest Stud,,Millman Racing,,6000.0
2019.0,Make Believe (GB),Middlemist Red (USA),F,"Loughmore Stables, Ireland",,Lot Not Sold,,24000.0
2019.0,Buratino (IRE),Midnight Mojito (GB),C,Trickledown Stud,,Vendor,,5000.0
2019.0,Hot Streak (IRE),Millisecond (GB),F,Jamie Railton (Agent),,Amanda Skiffington ,,21000.0
2019.0,Brazen Beau (AUS),Ming Meng (IRE),F,New England Stud,,Derek Shaw Racing,,10000.0
2019.0,Bated Breath (GB),Miramont (GB),C,John Troy (Agent),,Byron Rogers / Star Bloodstock,,25000.0
2019.0,Dawn Approach (IRE),Miss Cogent (IRE),C,"Cooneen Stud, Ireland",,Frost Racing,,5500.0
2019.0,El Kabeir (USA),Miss Mediator (USA),F,Brook Stud,,Dwayne Woods,,29000.0
2019.0,Acclamation (GB),Misscomplacent (GB),F,"Ballinafad Stud, Ireland",,Kevin Ross Bloodstock,,30000.0
2019.0,Nathaniel (IRE),Monisha (FR),C,Oakgrove Stud,,Sándor Ribárszki,,1000.0
2019.0,Rajsaman (FR),Monshak (IRE),C,Voute Sales Ltd. (Agent),,G Haine,,5000.0
2019.0,Night of Thunder (IRE),Moonstone Rock (GB),C,Plumton Hall Stud,,Rabbah Bloodstock,,46000.0
2019.0,Twilight Son (GB),Motif (GB),F,Rosyground Stud,,Vitabile Luciano,,9000.0
2019.0,Havana Gold (IRE),Mullein (GB),F,Norris Bloodstock,,Johnston Racing,,15000.0
2019.0,Aclaim (IRE),Nandiga (USA),F,Houghton Bloodstock,,Tonino Brai,,800.0
2019.0,Slade Power (IRE),New Falcon (IRE),F,Houghton Bloodstock,,CJ Dingwall,,4000.0
2019.0,Ardad (IRE),News Desk (GB),C,Broughton Bloodstock,,Federico Barberini,,22000.0
2019.0,Twilight Son (GB),Nizhoni (USA),F,Bearstone Stud,,Ferrybank Properties,,2000.0
2019.0,Havana Gold (IRE),Notary (GB),C,The National Stud Ltd.,,Lot Withdrawn,,
2019.0,War Command (USA),Nuptials (USA),C,Byerley Stud,,Marco Bozzi Bloodstock,,7000.0
2019.0,Gleneagles (IRE),Oh Grace (IRE),F,The Castlebridge Consignment,,Eddie Linehan / Feigh Stables,,11500.0
2019.0,Equiano (FR),Oilinda (GB),F,Nuthurst Farm Stud,,Mark Walford Racing,,3000.0
2019.0,Havana Gold (IRE),Out of The Dark (IRE),F,Glebe Farm Stud,,Dan Tunmore,,7500.0
2019.0,Nathaniel (IRE),Paint The Star (IRE),C,Whitwell Bloodstock,,Lot Withdrawn,,
2019.0,Reliable Man (GB),Parcimonie (GB),C,"Ballyvolane Stud, Ireland",,Emmet Mullins / Eddie Linehan,,12000.0
2019.0,Al Kazeem (GB),Patterned (GB),C,Oakgrove Stud,,Marco Bozzi Bloodstock,,1500.0
2019.0,Excelebration (IRE),Patuca (GB),C,Michael Downey,,Vitabile Luciano,,21000.0
2019.0,Helmet (AUS),Peace March (GB),C,Stringston Farm,,Paragon Bloodstock,,800.0
2019.0,Belardo (IRE),Penny Rose (GB),F,Furnace Mill Stud,,Tomas Janda,,18000.0
2019.0,Night of Thunder (IRE),Percys Princess (GB),C,Houghton Bloodstock,,Harrowgate Bloodstock,,8500.0
2019.0,Slade Power (IRE),Piccola Sissi (IRE),F,"Oghill House Stud, Ireland",,Karen George,,1500.0
2019.0,Lethal Force (IRE),Pigeon Point (GB),F,Byerley Stud,,Vendor,,1000.0
2019.0,Al Kazeem (GB),Pointer (GB),F,Oakgrove Stud,,Highbury Stud,,35000.0
2019.0,Time Test (GB),Positive Spin (GB),F,Jamie Railton (Agent),,Julia Feilden (P.S.),,12000.0
2019.0,Time Test (GB),Precious Angel (IRE),C,Charlock Stud,,Vendor,,3000.0
2019.0,Highland Reel (IRE),Precious Dream (USA),F,Jamie Railton (Agent),,Janda Bloodstock,,3000.0
2019.0,Territories (IRE),Precious Secret (IRE),F,Whitwell Bloodstock,,Lot Not Sold,,
2019.0,Mizzen Mast (USA),Preferential (GB),F,Houghton Bloodstock,,Rae Guest Racing,,24000.0
2019.0,Slade Power (IRE),Prem Ramya (GER),F,"Glidawn Stud, Ireland",,Marco Bozzi Bloodstock,,5500.0
2019.0,War Command (USA),Pretty Diamond (IRE),C,Houghton Bloodstock,,Conrad Allen / Richard Venn,,6000.0
2019.0,Havana Gold (IRE),Prewar (GB),F,Trickledown Stud,,Eoghan J O'Neill,,9000.0
2019.0,Lethal Force (IRE),Primrose Place (GB),C,Byerley Stud,,Howson & Houldsworth Bloodstock,,4500.0
2019.0,Belardo (IRE),Princess Rock (GB),F,Bearstone Stud,,Michael Dods,,14000.0
2019.0,Belardo (IRE),Prufrock (IRE),C,"Baroda Stud, Ireland",,Valfredo Valiani,,5500.0
2019.0,Outstrip (GB),Quail Landing (GB),F,Byerley Stud,,MP Tregoning,,3000.0
2019.0,Fountain of Youth (IRE),Quiz Show (GB),F,Houghton Bloodstock,,Vanessa Johnson / Justin Morgan,,1200.0
2019.0,Galileo Gold (GB),Race In Focus (IRE),C,The Castlebridge Consignment,,SackvilleDonald,,28000.0
2019.0,Belardo (IRE),Ravensburg (GB),F,Deerfield Farm,,Marco Bozzi Bloodstock,,2200.0
2019.0,Gutaifan (IRE),Reflect Alexander (IRE),C,"Mountarmstrong Stud, Ireland",,Rabbah Bloodstock,,20000.0
2019.0,Twilight Son (GB),Retake (GB),F,Kingwood Stud Management Co. Ltd.,,Lot Withdrawn,,
2019.0,Fountain of Youth (IRE),Right Answer (GB),F,Bearstone Stud,,J Walsh Bloodstock,,12000.0
2019.0,Havana Gold (IRE),Riot of Colour (GB),C,Car Colston Hall Stud,,Stanley Moore,,2500.0
2019.0,Pearl Secret (GB),Rocknahardplace (IRE),F,Salcey Forest Stud,,Peter Nolan Bloodstock,,11000.0
2019.0,Poet's Voice (GB),Roman Holiday (IRE),C,Culworth Grounds Farm,,Lot Withdrawn,,
2019.0,Galileo Gold (GB),Rose of Mooncoin (IRE),F,"Albany Stud, Ireland",,Vendor,,8000.0
2019.0,Heeraat (IRE),Rosecomb (IRE),C,Mickley Stud Ltd.,,Harrowgate Bloodstock,,2500.0
2019.0,Equiano (FR),Rosy Alexander (GB),F,Rosyground Stud,,Manoel Marques dos Santos,,7000.0
2019.0,Charming Thought (GB),Royal Confidence (GB),C,Natton House Thoroughbreds Ltd.,,Paul Hancock,,7000.0
2019.0,Camacho (GB),Ruby's Day (GB),F,"Ridge Manor Stud, Ireland",,Vendor,,5000.0
2019.0,Iffraaj (GB),Safiyna (FR),F,"Hyde Park Stud, Ireland",,Rae Guest Racing,,6000.0
2019.0,Bobby's Kitten (USA),Samando (FR),C,Selwood Bloodstock,,Federico Barberini,,10000.0
2019.0,Territories (IRE),Sampleur (FR),C,"Egmont Stud, Ireland",,Federico Barberini,,17000.0
2019.0,Equiano (FR),Sancai (USA),F,Byerley Stud,,Gordian Troeller Bloodstock,,11000.0
2019.0,Mayson (GB),Sand And Deliver (GB),C,Throckmorton Court Stud,,CA Dunnett,,2000.0
2019.0,Mukhadram (GB),Sapphire Bracelet (IRE),F,The National Stud Ltd.,,Sándor Ribárszki,,800.0
2019.0,Charm Spirit (IRE),Satulagi (USA),F,Plantation Stud,,Megan Evans,,5500.0
2019.0,Slade Power (IRE),Scattered Petals (IRE),F,S. Fanning Sales,,Megan Evans,,1800.0
2019.0,Equiano (FR),Scented Garden (GB),C,Rosyground Stud,,Megan Evans,,1000.0
2019.0,Kool Kompany (IRE),Sculpted (FR),C,Hegarty Bloodstock,,Nicolo Simondi,,9000.0
2019.0,Twilight Son (GB),Seaperle (GB),F,Bearstone Stud,,Vendor,,1000.0
2019.0,Cityscape (GB),Secret Dream (IRE),C,Voute Sales Ltd. (Agent),,Vendor,,8000.0
2019.0,Al Wukair (IRE),Seeharn (IRE),F,"Pier House Stud, Ireland",,Lot Withdrawn,,
2019.0,Heeraat (IRE),Sefin (GB),F,The National Stud Ltd.,,Sándor Ribárszki,,1000.0
2019.0,Ribchester (IRE),Shafaani (GB),C,"Baroda Stud, Ireland",,Robert Brinkley,,4500.0
2019.0,Anjaal (GB),Shawhill (GB),F,"Rathasker Stud, Ireland",,Gianluca Verricelli,,2500.0
2019.0,Sea The Moon (GER),She (GB),F,New England Stud,,Vitabile Luciano,,1500.0
2019.0,Sir Percy (GB),She's Gorgeous (IRE),C,Barton Stud,,Vendor,,30000.0
2019.0,Aclaim (IRE),Shegotloose (USA),F,Barton Stud,,Vendor,,800.0
2019.0,Sea The Moon (GER),Shembara (FR),F,Strawberry Fields Stud,,Heath House Stables,,28000.0
2019.0,Pride of Dubai (AUS),Short Affair (GB),F,"Church View Stables, Ireland",,Federico Barberini,,18000.0
2019.0,Equiano (FR),Shy Appeal (IRE),F,Oakshott Bloodstock,,Lot Withdrawn,,
2019.0,Divine Prophet (AUS),Simsimah (IRE),F,Stanley House Stud,,Lot Withdrawn,,
2019.0,Camacho (GB),Siphon Melody (USA),F,"Ringfort Stud, Ireland",,Ed Walker Racing,,10000.0
2019.0,Pearl Secret (GB),Skiing (GB),F,Whitsbury Manor Stud,,Lot Withdrawn,,
2019.0,Mukhadram (GB),Snow Angel (IRE),C,Broughton Bloodstock,,Valfredo Valiani,,2500.0
2019.0,Bated Breath (GB),Songseeker (IRE),C,Brookfield Farm,,David French,,5000.0
2019.0,Aclaim (IRE),Spinnaka (IRE),F,Trickledown Stud,,Hunor Szabo,,800.0
2019.0,Brazen Beau (AUS),Spontaneity (IRE),F,Bearstone Stud,,Bryan Smart Racing,,16000.0
2019.0,Due Diligence (USA),Starlight Walk (GB),F,Langton Stud,,Marco Bozzi Bloodstock,,1000.0
2019.0,Aclaim (IRE),Stately (GB),F,The National Stud Ltd.,,Glenpark Partnership,,25000.0
2019.0,Fast Company (IRE),Steal The Curtain (GB),C,Furnace Mill Stud,,"Lackendarra, Eddie Linehan / Garry O'Sullivan",,5000.0
2019.0,Outstrip (GB),Stoneacre Sarah (GB),C,Whitwell Bloodstock,,Oliver St Lawrence Bloodstock,,2000.0
2019.0,Bated Breath (GB),Stresa (GB),C,Barton Stud,,Robson Aguiar,,8000.0
2019.0,Pastoral Pursuits (GB),Super Midge (GB),F,Kirtlington Stud,,Vendor,,8000.0
2019.0,El Kabeir (USA),Sveva (IRE),F,"Sherbourne Lodge, Ireland",,Marco Bozzi Bloodstock,,7000.0
2019.0,Authorized (IRE),Sweet Rose (GB),C,The Castlebridge Consignment,,"A C Elliott, Agent",,90000.0
2019.0,Havana Gold (IRE),Swirling (IRE),C,Jamie Railton (Agent),,Mark Walford Racing,,5000.0
2019.0,New Approach (IRE),Tahlia Ree (IRE),F,New England Stud,,P Barrett,,8000.0
2019.0,Time Test (GB),Tanaasub (IRE),C,"Shanaville Stables, Ireland",,Vendor,,11000.0
2019.0,Kodi Bear (IRE),Tattercoats (FR),C,Norris Bloodstock,,Valfredo Valiani,,9000.0
2019.0,Havana Gold (IRE),Teeky (GB),F,Moyns Park Stud,,Vendor,,13000.0
2019.0,Bobby's Kitten (USA),Tell Mum (GB),F,Brook Stud,,Lot Withdrawn,,
2019.0,Lawman (FR),Thakerah (IRE),C,"Baroda Stud, Ireland",,Rockview Stables,,8500.0
2019.0,Camacho (GB),That's My Style (GB),C,"Loughmore Stables, Ireland",,Rabbah Bloodstock,,27000.0
2019.0,Adaay (IRE),The Giving Tree (IRE),C,Charlock Stud,,Vendor,,45000.0
2019.0,Slade Power (IRE),Three D Alexander (IRE),F,"Mountarmstrong Stud, Ireland",,Vendor,,10000.0
2019.0,Highland Reel (IRE),Timba (GB),C,Cliff Stud,,Vendor,,20000.0
2019.0,Mastercraftsman (IRE),Timely Words (GB),F,Stringston Farm,,Lot Withdrawn,,
2019.0,Fascinating Rock (IRE),Tobairin (IRE),C,"Tradewinds Stud, Ireland",,Vendor,,10000.0
2019.0,Galileo Gold (GB),Tooraweenah (GB),F,"Ballyvolane Stud, Ireland",,D McCain Racing,,4500.0
2019.0,Recorder (GB),Touch Me Now (IRE),C,Fernham Farm,,Conrad Allen / Richard Venn,,7000.0
2019.0,Showcasing (GB),Towards (USA),C,Kingwood Stud Management Co. Ltd.,,Lot Withdrawn,,
2019.0,Havana Gold (IRE),Trumpet Lily (GB),C,Selwood Bloodstock,,Simondi Soc all di Simondi Nicolo E Simondi Mauro SRLS,,3000.0
2019.0,The Gurkha (IRE),Tureyth (USA),F,"Rossenarra Stud, Ireland (Agent)",,Vendor,,24000.0
2019.0,Due Diligence (USA),Unwrapit (USA),C,Bearstone Stud,,Oliver St Lawrence Bloodstock,,3000.0
2019.0,Havana Gold (IRE),Valentine Glory (GB),C,Mickley Stud Ltd.,,Marco Bozzi Bloodstock,,3000.0
2019.0,Bated Breath (GB),Validora (FR),C,"Ridge Manor Stud, Ireland",,Mark Walford Racing / Cambridge Bloodstock,,18000.0
2019.0,Hot Streak (IRE),Valonia (GB),C,Trickledown Stud,,Oliver St Lawrence Bloodstock,,5500.0
2019.0,Tamayuz (GB),Vassaria (IRE),F,Brook Stud,,Julie Camacho,,2000.0
2019.0,Adaay (IRE),Vespasia (GB),F,Throckmorton Court Stud,,Vendor,,8000.0
2019.0,Ardad (IRE),Vintage Steps (IRE),C,Throckmorton Court Stud,,Dolmen Bloodstock,,2500.0
2019.0,Night of Thunder (IRE),Wakeup Little Suzy (IRE),C,The National Stud Ltd.,,Peter Nolan Bloodstock,,25000.0
2019.0,Due Diligence (USA),Want The Fairytale (GB),C,Norris Bloodstock,,San Antone Lodge,,8000.0
2019.0,Equiano (FR),Warden Rose (GB),F,Oakshott Bloodstock,,Lot Withdrawn,,
2019.0,Adaay (IRE),Westerly (GB),F,Whitsbury Manor Stud,,Lot Withdrawn,,
2019.0,Twilight Son (GB),Winifred Jo (GB),F,Keith Harte (Agent),,Solario Racing,,16000.0
2019.0,Mastercraftsman (IRE),Wood Chorus (GB),C,Barton Stud,,T Clover / J S Bloodstock,,20000.0
2019.0,Garswood (GB),Wotnot (IRE),C,Furnace Mill Stud,,Vendor,,8000.0
,,,,,,Lot Withdrawn,,
2021.0,Belardo (IRE),Kamili (IRE),C,Drummona House,7000.0,BBA Ireland / Stamina Turf,,
2021.0,Make Believe (GB),Katora (GB),F,Bluegate Stud,3000.0,Ballinvana House Stud,,
2021.0,Soldier's Call (GB),Keilogue (IRE),F,Baroda Stud,12000.0,Peter & Ross Doyle,,
2021.0,Inns of Court (IRE),Kimbay (IRE),C,Kildallan Farm,,Lot Withdrawn,,
2021.0,Eqtidaar (IRE),L'Ile Aux Loups (IRE),F,Ladytown Stables,28000.0,Adam Potts / Donovan Bloodstock,,
2021.0,Siyouni (FR),Lacey's Lane (GB),C,Boherguy Stud,,Lot Withdrawn,,
2021.0,Kuroshio (AUS),Lady Cashback (GB),F,Owenstown Stud,8000.0,John Spearing,,
2021.0,,,C,,,Lot Withdrawn,,
2021.0,Harry Angel (IRE),Lady Roula (IRE),C,Annshoon Stud (Agent),15000.0,Sultan Summan,,
2021.0,New Bay (GB),Ladysiy (FR),F,Ringfort Stud (Agent),22000.0,J D Moore,,
2021.0,Unfortunately (IRE),Libertie Belle (IRE),F,Peter Nolan Bloodstock,3000.0,Adam Wyrzky / Tomasz Szumski,,
2021.0,El Kabeir (USA),Likewise (IRE),F,Lissglen Stables,,Lot Withdrawn,,
2021.0,Kodi Bear (IRE),Lynn's Memory (GB),F,Rathbarry Stud,2500.0,Rodrigo Gonzales,,
2021.0,Raven's Pass (USA),Maarit (IRE),C,Pipers Rock Stud,10000.0,Peter Nolan / Noel Meade,,
2021.0,Free Eagle (IRE),Mac Jetes (GB),C,Church View Stables,,Lot Withdrawn,,
2021.0,The Gurkha (IRE),Madeira Moon (IRE),C,Derryluskin Stud,14000.0,Lot Not Sold,,
2021.0,Holy Roman Emperor (IRE),Maid For Sunshine (GB),C,Baroda Stud,17500.0,Vendor,,
2021.0,Inns of Court (IRE),Malibu Beach (FR),C,Mayo Farm Stud,16000.0,Peter Nolan / Noel Meade,,
2021.0,Soldier's Call (GB),Malikayah (IRE),F,Ballyhane,4500.0,John Spearing,,
2021.0,James Garfield (IRE),Marion Antoinette (IRE),C,Donaghmore Stables,12000.0,Andi Brown,,
2021.0,Study of Man (IRE),Matroshka (IRE),F,Baroda Stud,3500.0,Blue Castle,,
2021.0,Kessaar (IRE),Maybe So (GB),F,Church View Stables,11500.0,Lot Not Sold,,
2021.0,Sioux Nation (USA),Minnelli (GB),F,Noralla Stud Farm,15000.0,Vendor,,
2021.0,Belardo (IRE),Miss Dutee (GB),C,Ballyhampshire Stud,14000.0,Peter Nolan / Noel Meade,,
2021.0,Highland Reel (IRE),Mizayin (IRE),C,Moyfinn Stud,17000.0,Mondovics Mihaly,,
2021.0,James Garfield (IRE),Modello (IRE),F,Rathbarry Stud,4500.0,Scalora Salvatore,,
2021.0,Dandy Man (IRE),Moondrop (FR),F,Hollyhill Stud,27000.0,John Butler Racing / Compas Equine,,
2021.0,Kuroshio (AUS),Morazie (IRE),C,Kildallan Farm,2500.0,Lot Not Sold,,
2021.0,Saxon Warrior (JPN),Morinda (GB),C,The Castlebridge Consignment,5000.0,Paul Harley Bloodstock / Michael Figge,,
2021.0,Cotai Glory (GB),Noble Duchess (IRE),C,Kildallan Farm,7500.0,Hyde Park Stud,,
2021.0,Prince of Lir (IRE),Nora Batty (GB),C,Ballyhane,5000.0,Adam Potts,,
2021.0,Barraquero (IRE),Nouvelle Nova (IRE),C,Springfort Park Stud,8000.0,Linehan Bloodstock / Folistown Farm,,
2021.0,Kuroshio (AUS),Nu Couche (FR),C,Kildallan Farm,7000.0,Nanallac Stud,,
2021.0,Harzand (IRE),Onemoreandstay (GB),F,Baroda Stud,7500.0,Lot Not Sold,,
2021.0,Invincible Army (IRE),Oneoveryou (IRE),F,Mr. Michael O'Dea,5000.0,Vendor,,
2021.0,,,F,,,Lot Withdrawn,,
2021.0,Dragon Pulse (IRE),Paradisia (IRE),C,Peter Nolan Bloodstock,2000.0,Janda Bloodstock,,
2021.0,Free Eagle (IRE),Party Angel (IRE),C,Ballyshannon Stud,13500.0,J D Moore / Rob Stephens,,
2021.0,Awtaad (IRE),Passionforfashion (IRE),C,Ballyshannon Stud (Agent),7000.0,Robson Aguiar,,
2021.0,Gustav Klimt (IRE),Pearl Blue (IRE),C,Gloster Cottage Stud,3000.0,J & J Construction,,
2021.0,Expert Eye (GB),Pearl Spirit (IRE),F,The Castlebridge Consignment,22000.0,Vendor,,
2021.0,U S Navy Flag (USA),Persian Filly (IRE),F,Glashare House Stud,5000.0,Pierdomenico Danilo,,
2021.0,Ribchester (IRE),Petite Georgia (IRE),F,Ballyhagan Stud,11500.0,Nick Bradley / C Lidster,,
2021.0,Gustav Klimt (IRE),Pinewoods Lily (IRE),F,Moyfinn Stud,4500.0,Janda Bloodstock,,
2021.0,Camacho (GB),Pivoina (IRE),C,Drummona House,10000.0,James McAuley,,
2021.0,Dark Angel (IRE),Portmanteau (GB),F,Ringfort Stud (Agent),52000.0,Joe Foley,,
2021.0,Inns of Court (IRE),Quick Sketch (IRE),F,Kildallan Farm,9000.0,Sebastiano Guerrieri,,
2021.0,Kuroshio (AUS),Real Sizzle (IRE),C,Ballyhast House,8500.0,Stefano Botti Turfs,,
2021.0,Cable Bay (IRE),Red Avis (GB),F,Croom House Stud,8000.0,Lucas Oliveiria,,
2021.0,Coulsty (IRE),Regal Selection (GB),F,Clonbonny Stud,3000.0,Valfredo Valiani,,
2021.0,Equiano (FR),Rock Lily (GB),F,Miltown Park Stud,58000.0,Lot Not Sold,,
2021.0,U S Navy Flag (USA),Romantic Stroll (IRE),C,Church View Stables,8000.0,Razza Latina,,
2021.0,Dragon Pulse (IRE),Rosie Hackett (IRE),C,Mr. Rory Slevin,5000.0,Vendor,,
2021.0,Buratino (IRE),Royal Roman (GB),C,Bishopstown Stud,5000.0,Soc All P Di Pietra Di Filippo Sbariggia,,
2021.0,Profitable (IRE),Sarah Ann (IRE),F,Baroda Stud,,Lot Withdrawn,,
2021.0,Harry Angel (IRE),Scent of Roses (IRE),F,Springfort Park Stud,4500.0,Adam Wyrzky / Tomasz Szumski,,
2021.0,Pearl Secret (GB),Scotch Bonnet (IRE),F,Keyhouse Stud,,Lot Withdrawn,,
2021.0,Kuroshio (AUS),Scrumptious (GB),F,Springfort Park Stud,1500.0,Claremount Carnes,,
2021.0,Belardo (IRE),Sea of Trust (GB),F,Mr. Michael Tallon,6000.0,Ed Stapleton Bloodstock,,
2021.0,Decorated Knight (GB),Shoofly (IRE),C,Ballyknock Stud,3500.0,Janda Bloodstock,,
2021.0,Fast Company (IRE),Shreke Ey (GB),F,Mr. David Barry,12000.0,Raffaele Biondi,,
2021.0,Marcel (IRE),Sister Blandina (IRE),C,Anngrove Stud,17000.0,C M Bloodstock,,
2021.0,Estidhkaar (IRE),Sofi's Spirit (IRE),F,Sherbourne Lodge,10000.0,Nick Bradley / Karl Burke,,
2021.0,Blue Point (IRE),Soraaya (IRE),F,Baroda Stud,18000.0,Ardglas Stables,,
2021.0,Churchill (IRE),Star of Stars (IRE),F,Castledillon Stud (Agent),5000.0,Bozzi Bloodstock,,
2021.0,Decorated Knight (GB),Sunoof (IRE),C,Moyfinn Stud,16000.0,Kevin Ross Bloodstock,,
2021.0,Churchill (IRE),Syrena (IRE),C,The Castlebridge Consignment,14000.0,Vendor,,
2021.0,Kuroshio (AUS),Tifawt (GB),F,Springfort Park Stud,7000.0,Freddy Tylicki Bloodstock,,
2021.0,Kuroshio (AUS),Valen (IRE),F,Baroda Stud,30000.0,Paul Murphy,,
2021.0,Acclamation (GB),Velveteen (GB),F,Cappagh Beg Stud,10000.0,Con Marnane,,
2021.0,James Garfield (IRE),Viktoriya Taraban (IRE),C,Claremount Stud,7000.0,Con Marnane,,
2021.0,Land Force (IRE),Villa Maria (GB),F,Rathbarry Stud,17000.0,Con Marnane,,
2021.0,Eqtidaar (IRE),Vita Vivet (GB),C,Claremount Stud,8000.0,Vendor,,
2021.0,Poet's Word (IRE),Vizean (IRE),F,Moyfinn Stud,4500.0,Tahi Stud,,
2021.0,Study of Man (IRE),Zero Gravity (GB),F,The Castlebridge Consignment,,Lot Withdrawn,,
2021.0,Highland Reel (IRE),Alazeya (IRE),C,Church View Stables,8000.0,Adam Wyrzky / Tomasz Szumski,,
2021.0,Saxon Warrior (JPN),Alphabetique (GB),F,Ringfort Stud,16000.0,Shanaville Stables,,
2021.0,Postponed (IRE),Anzac (IRE),C,Danesrath Stud,2500.0,Janda Bloodstock,,
2021.0,Inns of Court (IRE),Aqlette (GB),F,Kildallan Farm,5000.0,Lucas Oliveira,,
2021.0,Bobby's Kitten (USA),Argenterie (GB),F,Ballyshannon Stud (Agent),10000.0,Vendor,,
2021.0,Sioux Nation (USA),Art Nouvelle (IRE),F,Ashwood Stud,42000.0,BBA Ireland,,
2021.0,Make Believe (GB),Baby Love (GER),C,Bishopstown Stud,15000.0,Peter Nolan / Noel Meade,,
2021.0,Kessaar (IRE),Baltic Time (IRE),F,Shinglis Stud,4000.0,Ollie Pears / Own A Racehorse,,
2021.0,El Kabeir (USA),Batuta (GB),F,Stone Lodge Stud,9000.0,Paul Harley Bloodstock / Michael Figge,,
2021.0,El Kabeir (USA),Bayan Kasirga (IRE),F,Newtownbarry House Stud,4000.0,Scalora Salvatore,,
2021.0,Zoffany (IRE),Be Mindful (IRE),F,Baroda Stud,12000.0,Vendor,,
2021.0,Footstepsinthesand (GB),Bella Vichinga (GB),F,Kildallan Farm,,Lot Withdrawn,,
2021.0,Inns of Court (IRE),Best Steps (IRE),F,Shinglis Stud,32000.0,Tally Ho Stud,,
2021.0,Footstepsinthesand (GB),Boreagh Lass (IRE),F,Mr. B. McNeill,,Lot Withdrawn,,
2021.0,Gleneagles (IRE),Brown Bee (IRE),F,Golden Farm,25000.0,Syndicates.Racing,,
2021.0,Prince of Lir (IRE),Cead Mile Failte (FR),F,Clonbonny Stud,5000.0,Vendor,,
2021.0,Vadamos (FR),Celestial Fable (IRE),C,Church View Stables,8000.0,Keep The Faith Bloodstock,,
2021.0,Highland Reel (IRE),China Eyes (IRE),F,Cooneen Stud,8000.0,LDS Bloodstock,,
2021.0,Awtaad (IRE),Completely (IRE),F,Crohane House,3000.0,Vendor,,
2021.0,Bated Breath (GB),Connote (GB),C,Oak Lodge & Springfield House Stud,8500.0,J Quinn,,
2021.0,Finsceal Fior (IRE),Cool Power (IRE),C,Bartramstown Stables,,Lot Withdrawn,,
2021.0,Kodi Bear (IRE),Countess Guiccioli (IRE),F,Danesrath Stud,3000.0,Oskar Cherek,,
2021.0,Holy Roman Emperor (IRE),Crystal Malt (IRE),F,Moyfinn Stud,17000.0,Stefano Botti Turf,,
2021.0,Land Force (IRE),Cthulhu (USA),F,Sherbourne Lodge,,Lot Withdrawn,,
2021.0,Bobby's Kitten (USA),Dance Along (IRE),F,Owenstown Stud,4000.0,Tahi Stud,,
2021.0,Cotai Glory (GB),Dark Acclamation (IRE),F,Moyfinn Stud,18000.0,Con Marnane,,
2021.0,Decorated Knight (GB),Dazzling Light (UAE),C,Moyfinn Stud,20000.0,Kerr & Co Ltd,,
2021.0,Invincible Army (IRE),Dehbanu (IRE),F,Millgrove Stud,,Lot Withdrawn,,
2021.0,Belardo (IRE),Diva (GER),F,Carrigbeg Stud,4000.0,Simon Mullin,,
2021.0,Buratino (IRE),Dixiedoodledandy (IRE),C,Ballyshannon Stud,9000.0,Freddy Tylicki Bloodstock,,
2021.0,Camacho (GB),Donna Henrique (AUS),C,Coole House Farm (Agent),11000.0,Stefano Botti Turf,,
2021.0,French Navy (GB),Dream Impossible (IRE),F,Ballybin Stud,,Lot Withdrawn,,
2021.0,Gregorian (IRE),Dubai Pearl (IRE),F,Desert Gallops,5000.0,Vendor,,
2021.0,Footstepsinthesand (GB),Dule's Dream (IRE),F,Oaklands Park Stud,8500.0,CJB Bloodstock (P.S.),,
2021.0,Prince of Lir (IRE),Dutch Party (GB),F,Ballyhane,,Lot Withdrawn,,
2021.0,Highland Reel (IRE),Dutch Rifle (GB),C,The Castlebridge Consignment,5000.0,Paul Stafford,,
2021.0,Recorder (GB),Elbegei (GB),F,Castledillon Stud (Agent),3500.0,Tomasz Szumski / Adam Wyrzyk,,
2021.0,Decorated Knight (GB),Elle Meme (GER),F,Deerpark Stud,,Lot Withdrawn,,
2021.0,Churchill (IRE),Elleanthus (IRE),F,The Castlebridge Consignment,17000.0,Vendor,,
2021.0,Belardo (IRE),Englishwoman (GB),F,Nicola Kent,5000.0,Vendor,,
